total_reward,avg_reward_per_step,reward_variance,reward_std,reward_iqr,reward_improvement,early_reward,late_reward,mean_reward_std_across_agents,reward_trend_slope,action_0_rate,action_1_rate,action_2_rate,action_3_rate,action_4_rate,action_entropy,action_change_rate,avg_action_consistency,concordant_action_rate,mean_obs_diff,std_obs_diff,mean_obs_mean,mean_obs_std,obs_diff_cv,obs_diff_trend,reward_zero_rate,reward_constant_rate,reward_frozen_rate,obs_zero_rate,identical_obs_rate,obs_extreme_rate,partial_zero_rate,mean_obs_neg_rate,label,failure_type
-55.675064056049884,-2.2270025622419953,0.20634690833117908,0.4542542331461305,0.49727866478257,-0.11355193624296467,-2.576171870499295,-2.6897238067422595,0.02828427124746191,-0.005897356776880831,0.25333333333333335,0.16,0.28,0.13333333333333333,0.17333333333333334,1.5699096579213012,0.7638888888888888,0.5333333333333333,0.5,0.4840790540183163,0.1825724000894274,-0.007627454192904117,0.5399408347206973,0.3771540995148392,0.0002068284378490239,0.0,0.0,0.04,0.0,0.013888888888888888,0.0,0.2362962962962963,0.0,normal,none
-149.14322898156095,-5.965729159262438,0.7622814794994944,0.873087326388085,1.1883351399697464,-2.160673694983627,-4.437919754435869,-6.598593449419496,2.6645352591003756e-17,-0.10491288202665693,0.17333333333333334,0.22666666666666666,0.22666666666666666,0.24,0.13333333333333333,1.5878062746382071,0.8472222222222222,0.5333333333333333,0.43548387096774194,0.49752295168595473,0.14012246861086625,0.1492643310190804,0.7479545183487013,0.2816402094705247,0.0003978279892979992,0.0,0.0,0.04,0.0,0.0,0.0,0.2311111111111111,0.0,normal,none
-49.28384979274483,-1.9713539917097933,0.0844435904707305,0.2905917935364495,0.3191357985632144,-0.7368697156459318,-1.7441255005919114,-2.4809952162378432,2.2204460492503132e-17,-0.030713754122722824,0.14666666666666667,0.24,0.24,0.17333333333333334,0.2,1.5922171008836152,0.8055555555555556,0.4666666666666666,0.484375,0.5045910301040616,0.17025188338964625,0.042951661517188225,0.6701154202336748,0.3374056867739595,0.0006706517495721929,0.0,0.0,0.04,0.0,0.013888888888888888,0.0,0.23333333333333334,0.0,normal,none
-62.43387175933464,-2.497354870373386,0.08828461128614838,0.2971272644611201,0.49807838687339956,-0.4102280496023414,-2.047259041091169,-2.4574870906935105,4.4408920985006264e-17,-0.016900462997303165,0.14666666666666667,0.26666666666666666,0.18666666666666668,0.18666666666666668,0.21333333333333335,1.5902012034389688,0.75,0.48,0.625,0.49761470175079275,0.17300766332493736,-0.011628538890277183,0.5851973880276393,0.347673938025863,0.00040291020551964766,0.0,0.0,0.04,0.0,0.0,0.0,0.23037037037037036,0.0,normal,none
-61.74316904638987,-2.469726761855595,0.17377378958040257,0.41686183512094577,0.7073016806915264,1.1676309335097008,-3.062857798894032,-1.8952268653843312,2.2204460492503132e-17,0.051946841365254695,0.22666666666666666,0.17333333333333334,0.25333333333333335,0.18666666666666668,0.16,1.5945682267021417,0.75,0.5333333333333333,0.6379310344827587,0.47410528324037415,0.16118097785477745,-0.025309748106843062,0.7066108801253916,0.3399687436790047,0.00010278555337087346,0.0,0.0,0.04,0.0,0.0,0.0,0.23407407407407407,0.0,normal,none
-89.8728619688276,-3.5949144787531044,0.12091877511132937,0.34773377044993686,0.5785424526173149,-0.8218401041151653,-3.1616681706004126,-3.983508274715578,4.440892098500626e-18,-0.04334373168660016,0.18666666666666668,0.16,0.18666666666666668,0.28,0.18666666666666668,1.5895646624181272,0.7916666666666666,0.56,0.4918032786885246,0.484223148121562,0.17149366555127205,-0.06452672656797975,0.9049168237647716,0.3541624679910116,0.0002829002792362489,0.0,0.0,0.04,0.0,0.013888888888888888,0.0,0.2325925925925926,0.0,normal,none
-46.82836420647092,-1.873134568258837,0.02595450663463123,0.16110402426578682,0.23007885496262204,-0.3562631946277126,-1.6091122988930593,-1.965375493520772,1.3322676295501878e-17,-0.016704365200345475,0.18666666666666668,0.21333333333333335,0.14666666666666667,0.18666666666666668,0.26666666666666666,1.5902012034389688,0.8055555555555556,0.6133333333333333,0.4426229508196721,0.481710396748974,0.17402204770544996,-0.024638743581664232,0.5652151634714632,0.36125864942640346,0.00114514678213491,0.0,0.041666666666666664,0.08,0.0,0.027777777777777776,0.0,0.23407407407407407,0.0,normal,none
-75.76466035775238,-3.030586414310095,0.21921209188591562,0.46820090974486117,0.44132113358306846,-0.1937960554663558,-3.0462697105287164,-3.2400657659950722,0.02828427124746194,-0.008843295726061663,0.22666666666666666,0.10666666666666667,0.16,0.21333333333333335,0.29333333333333333,1.5577095467370463,0.7916666666666666,0.5866666666666667,0.603448275862069,0.5368481520237183,0.260350675024895,0.08708815947821777,0.5771242289523056,0.48496148037114056,0.0032113319021271902,0.0,0.0,0.04,0.0,0.013888888888888888,0.0,0.2348148148148148,0.0,normal,none
-49.84383216183613,-1.9937532864734453,0.09653594432937583,0.31070234039893524,0.3144605725605967,0.8126296391372123,-2.5160130502818987,-1.7033834111446864,8.881784197001253e-18,0.03644625411081713,0.18666666666666668,0.18666666666666668,0.24,0.17333333333333334,0.21333333333333335,1.6024740058753815,0.75,0.4533333333333333,0.6065573770491803,0.48873666083568956,0.1555904254458057,-0.03766162917791882,0.5549538592775549,0.3183522694233941,0.00044818162050488155,0.0,0.0,0.04,0.0,0.013888888888888888,0.0,0.2311111111111111,0.0,normal,none
-82.1802132089915,-3.28720852835966,0.259652478127332,0.5095610641790952,0.4888495953849761,0.5332988986445479,-3.5224301694531674,-2.9891312708086195,0.028284271247461912,0.03227583766055573,0.14666666666666667,0.2,0.22666666666666666,0.22666666666666666,0.2,1.5981866771078472,0.7083333333333334,0.5733333333333334,0.5,0.6007726272013594,0.3601208486894901,-0.12801256633156702,0.7084653046939137,0.5994295208948657,0.0024741797911613647,0.0,0.0,0.04,0.0,0.013888888888888888,0.0,0.2362962962962963,0.0,normal,none
